timestamp,temperature,humidity,pressure,pm1.0,pm2.5,pm10
2025-09-06 00:00:16,25.086348881595768,47.20479723939225,970.1904056880505,11,23,25
2025-09-06 00:01:16,25.086348881595768,47.328970685712974,970.1617420844923,11,23,25
2025-09-06 00:02:16,25.066220551379956,47.517913079571095,970.1875740825309,11,23,25
2025-09-06 00:03:16,25.0611884695536,47.31091154255468,970.1797003438539,11,23,24
2025-09-06 00:04:16,25.0611884695536,47.46463597653555,970.2083628096689,11,23,24
2025-09-06 00:05:16,25.05615638801828,47.446833265329005,970.171826632982,10,23,24
2025-09-06 00:06:16,25.0611884695536,47.36412463305594,970.2083628096689,11,23,25
2025-09-06 00:07:16,25.05615638801828,47.35223500582605,970.2004888617946,11,23,24
2025-09-06 00:08:16,25.05615638801828,47.20441995689789,970.171826632982,11,23,24
2025-09-06 00:09:16,25.046092225820757,47.251594563713624,970.1847410494709,10,22,23
2025-09-06 00:10:17,25.051124306774,47.15114264754757,970.2499389962591,10,22,23
2025-09-06 00:11:17,25.046092225820757,47.04465023192557,970.2420646299989,11,23,24
2025-09-06 00:12:17,25.036028064787388,46.93809691044334,970.1976546528385,10,23,24
2025-09-06 00:13:17,25.041060145158553,47.03276345061289,970.2341902915514,10,23,24
2025-09-06 00:14:17,25.046092225820757,46.79630041191108,970.2420646299989,10,23,24
2025-09-06 00:15:17,25.036028064787388,46.997225668261876,970.1976546528385,10,23,24
2025-09-06 00:16:17,25.03099598470726,46.86708187383026,970.2471028128186,10,23,24
2025-09-06 00:17:17,25.01589974621311,46.51803211717869,970.2521398476486,10,23,24
2025-09-06 00:18:17,25.010867667297134,46.63624126274069,970.2156050117702,11,23,24
2025-09-06 00:19:17,25.0058355886722,46.57705359346639,970.2363905844292,11,23,24
2025-09-06 00:20:17,25.0058355886722,46.15127977248595,970.3223705862983,11,23,24
2025-09-06 00:21:17,25.0058355886722,46.18084912044046,970.2937105620424,11,23,24
2025-09-06 00:22:17,25.010867667297134,45.79647474333166,970.3589061998758,11,24,25
2025-09-06 00:23:17,25.010867667297134,45.926592982086625,970.3015856537338,12,24,25
2025-09-06 00:24:17,25.010867667297134,45.76690172258846,970.3015856537338,12,24,26
2025-09-06 00:25:17,25.0058355886722,45.63673198713335,970.3796907057092,12,25,26
2025-09-06 00:26:17,24.99577143229544,45.82590491518412,970.3639391838359,12,24,26
2025-09-06 00:27:17,24.99073935454362,46.31079221598599,970.3847228488144,12,25,26
2025-09-06 00:28:17,24.99577143229544,46.13934983995618,970.4212584497832,13,26,27
2025-09-06 00:29:17,24.980675199913094,45.63650487172258,970.426288911204,14,27,29
2025-09-06 00:30:17,24.97061104644672,45.6245852841125,970.3532193025171,15,28,30
2025-09-06 00:31:17,24.975643123034388,45.46493777683875,970.4470713086216,15,29,30
2025-09-06 00:32:17,24.980675199913094,45.8435045667406,970.4836068969547,16,29,31
2025-09-06 00:33:17,24.99577143229544,46.25170985889948,970.478577810259,16,30,32
2025-09-06 00:34:17,24.99073935454362,45.867256938925664,970.5280201240907,16,30,32
2025-09-06 00:35:17,24.985707277082838,45.920435598190416,970.4628245037522,16,30,33
2025-09-06 00:36:17,24.980675199913094,45.87307492409917,970.4836068969547,16,30,33
2025-09-06 00:37:17,24.985707277082838,45.707523856118314,970.4914837454406,15,29,32
2025-09-06 00:38:17,24.985707277082838,45.55966064371736,970.4914837454406,15,29,32
2025-09-06 00:39:17,24.985707277082838,45.630635787250185,970.4341652856949,14,28,32
2025-09-06 00:40:17,24.975643123034388,46.298806680547635,970.4184125645587,14,28,32
2025-09-06 00:41:17,24.975643123034388,45.77840182533007,970.3897538441264,14,28,32
2025-09-06 00:42:17,24.975643123034388,46.26332705927557,970.3897538441264,14,28,32
2025-09-06 00:43:17,24.985707277082838,46.08602441190442,970.4055060912691,14,28,32
2025-09-06 00:44:17,24.980675199913094,45.589188888170774,970.5409249772293,14,28,32
2025-09-06 00:45:17,24.97061104644672,45.44123567161652,970.467853283524,14,28,32
2025-09-06 00:46:27,24.985707277082838,46.42309103029985,970.4914837454406,13,28,31
2025-09-06 00:47:31,24.975643123034388,45.932166087904854,970.4757300763152,13,28,31
2025-09-06 00:48:42,24.975643123034388,46.204193535058785,970.4757300763152,13,28,30
2025-09-06 00:49:44,24.96557897015009,46.09764928583887,970.4026599548109,13,28,30
2025-09-06 00:50:47,24.97061104644672,46.26918777395698,970.467853283524,14,28,30
2025-09-06 00:51:52,24.975643123034388,45.9203383143358,970.5043888676395,14,28,30
2025-09-06 00:52:55,24.96557897015009,45.96755077213086,970.5172931768757,14,28,30
2025-09-06 00:54:03,24.97061104644672,46.74812522946305,970.5538290173969,14,28,30
2025-09-06 00:55:18,24.955514818429947,46.138940935575775,970.4728809156029,14,27,30
2025-09-06 00:56:27,24.955514818429947,46.91348862881739,970.5015387825728,14,27,30
2025-09-06 00:57:35,24.9605468941445,46.2336038474671,970.4520997814958,14,27,30
2025-09-06 00:58:50,24.96557897015009,46.71850549681957,970.603268341538,15,28,31
2025-09-06 01:00:04,24.955514818429947,46.410939603060086,970.6161704867428,15,29,32
2025-09-06 01:01:06,24.955514818429947,46.73612686154086,970.5588545873994,15,29,32
2025-09-06 01:02:10,24.945450667873956,46.363529664391585,970.6290718190321,15,29,32
2025-09-06 01:03:13,24.94041859303252,46.162439546869514,970.5352217829172,15,29,32
2025-09-06 01:04:16,24.93538651848212,46.45210999849305,970.5560012270283,15,29,32
2025-09-06 01:05:19,24.945450667873956,46.23936012340421,970.6004143079094,15,29,32
