timestamp,temperature,humidity,pressure,pm1.0,pm2.5,pm10
2025-08-27 14:13:14,26.03741779239499,51.94781949705264,967.8035945559536,8,16,17
2025-08-27 14:14:14,26.067610626487294,52.469232482457834,967.793262823069,8,16,17
2025-08-27 14:15:14,26.082707047462463,51.46353042563088,967.788095227289,7,15,16
2025-08-27 14:16:14,26.10786775490851,51.771857379167656,967.8273274191055,7,15,16
2025-08-27 14:17:14,26.15818919162848,51.287553815344104,967.790950684393,9,16,17
2025-08-27 14:18:14,26.1883820676303,51.051359272367804,967.8380261622677,9,17,18
2025-08-27 14:19:14,26.20851065745228,51.21164360395406,967.754558089819,9,17,18
2025-08-27 14:20:14,26.1229641828686,52.64807330908947,967.7934487508079,9,17,18
2025-08-27 14:21:14,26.07767490684637,53.90701294706231,967.7802488708471,9,17,18
2025-08-27 14:22:14,26.112899897270836,51.70094346206285,967.7203393089212,9,17,19
2025-08-27 14:23:14,26.143092757556587,51.79631596839026,967.7387032928399,8,16,18
2025-08-27 14:24:14,26.143092757556587,52.55979403009523,967.8248334264866,8,16,18
